name,actors
Brokedown Palace,"['Claire Danes', 'Kate Beckinsale', 'Lou Diamond Phillips', 'Jacqueline Kim', 'Bill Pullman']"
A Bug's Life,"['Dave Foley', 'Kevin Spacey', 'Julia Louis-Dreyfus', 'Hayden Panettiere']"
Chicken Run,"['Phil Daniels', 'Lynn Ferguson', 'Mel Gibson', 'Tony Haygarth', 'Jane Horrocks', 'Miranda Richardson', 'Julia Sawalha', 'Timothy Spall', 'Imelda Staunton', 'Benjamin Whitrow']"
City of Angels,"['Nicolas Cage', 'Meg Ryan', 'Dennis Franz', 'Andre Braugher']"
A Civil Action,"['John Travolta', 'Robert Duvall', 'James Gandolfini', 'Dan Hedaya', 'John Lithgow', 'William H. Macy', 'Kathleen Quinlan', 'Tony Shalhoub']"
Meet the Deedles,"['Paul Walker', 'Steve Van Wormer', 'John Ashton', 'A. J. Langer', 'Robert Englund', 'Dennis Hopper']"
The Deep End of the Ocean,"['Michelle Pfeiffer', 'Treat Williams', 'Jonathan Jackson', 'John Kapelos', 'Whoopi Goldberg']"
Deep Impact,"['Robert Duvall', 'Téa Leoni', 'Elijah Wood', 'Vanessa Redgrave', 'Maximilian Schell', 'Morgan Freeman']"
Dogma,"['Ben Affleck', 'Matt Damon', 'Linda Fiorentino', 'Salma Hayek', 'Jason Lee', 'Jason Mewes', 'Alan Rickman', 'Chris Rock']"
The 13th Warrior,"['Antonio Banderas', 'Diane Venora', 'Omar Sharif']"
Enemy of the State,"['Will Smith', 'Gene Hackman', 'Jon Voight', 'Regina King', 'Loren Dean', 'Jake Busey', 'Barry Pepper', 'Gabriel Byrne']"
Eye of the Beholder,"['Ewan McGregor', 'Ashley Judd', 'Patrick Bergin', 'k.d. Lang', 'Jason Priestley', 'Geneviève Bujold']"
Eyes Wide Shut,"['Tom Cruise', 'Nicole Kidman', 'Sydney Pollack', 'Marie Richardson']"
Fear and Loathing in Las Vegas,"['Johnny Depp', 'Benicio del Toro']"
From Hell,"['Johnny Depp', 'Heather Graham', 'Ian Holm', 'Robbie Coltrane']"
Gods and Monsters,"['Ian McKellen', 'Brendan Fraser', 'Lynn Redgrave', 'Lolita Davidovich']"
The Green Mile,"['Tom Hanks', 'David Morse', 'Bonnie Hunt', 'Michael Clarke Duncan', 'James Cromwell', 'Michael Jeter', 'Graham Greene', 'Doug Hutchison', 'Sam Rockwell', 'Barry Pepper', 'Jeffrey DeMunn', 'Patricia Clarkson', 'Harry Dean Stanton']"
Half Baked,"['Dave Chappelle', 'Jim Breuer', 'Harland Williams', 'Guillermo Díaz', 'Clarence Williams III']"
Halloween H20: Twenty Years Later,"['Jamie Lee Curtis', 'Adam Arkin', 'Michelle Williams', 'Adam Hann-Byrd', ""Jodi Lyn O'Keefe"", 'Janet Leigh', 'Josh Hartnett', 'LL Cool J', 'Joseph Gordon-Levitt']"
Hard Rain,"['Morgan Freeman', 'Christian Slater', 'Randy Quaid', 'Minnie Driver', 'Ed Asner', 'Richard Dysart', 'Betty White']"
Holy Man,"['Eddie Murphy', 'Jeff Goldblum', 'Kelly Preston', 'Robert Loggia', 'Jon Cryer']"
How Stella Got Her Groove Back,"['Angela Bassett', 'Taye Diggs', 'Regina King', 'Whoopi Goldberg']"
In Dreams,"['Annette Bening', 'Aidan Quinn', 'Stephen Rea', 'Robert Downey Jr.', 'Paul Guilfoyle']"
Jakob the Liar,"['Robin Williams', 'Alan Arkin', 'Bob Balaban', 'Michael Jeter', 'Armin Mueller-Stahl', 'Liev Schreiber']"
Living Out Loud,"['Holly Hunter', 'Danny DeVito', 'Queen Latifah', 'Martin Donovan']"
Knock Off,"['Jean-Claude Van Damme', 'Rob Schneider', 'Lela Rochon', 'Michael Fitzgerald Wong', 'Carmen Lee', 'Paul Sorvino']"
The Last Days of Disco,"['Chloë Sevigny', 'Kate Beckinsale', 'Chris Eigeman', 'Matt Keeslar', 'Mackenzie Astin', 'Matthew Ross', 'Tara Subkoff', 'Burr Steers', 'David Thornton', 'Jaid Barrymore', 'Michael Weatherly', 'Robert Sean Leonard', 'Jennifer Beals']"
The Legend of 1900,"['Tim Roth', 'Pruitt Taylor Vince', 'Mélanie Thierry', 'Bill Nunn', 'Peter Vaughan', ""Niall O'Brien"", 'Gabriele Lavia', 'Alberto Vazquez', 'Clarence Williams III']"
"Lock, Stock andTwo Smoking Barrels","['Jason Flemyng', 'Dexter Fletcher', 'Nick Moran', 'Jason Statham', 'Steven Mackintosh', 'Vinnie Jones', 'Sting']"
The Lord of the Rings:The Fellowship of the Ring,"['Elijah Wood', 'Ian McKellen', 'Liv Tyler', 'Viggo Mortensen', 'Sean Astin', 'Cate Blanchett', 'John Rhys-Davies', 'Billy Boyd', 'Dominic Monaghan', 'Orlando Bloom', 'Christopher Lee', 'Hugo Weaving', 'Sean Bean', 'Ian Holm', 'Andy Serkis']"
Lost in Space,"['Gary Oldman', 'William Hurt', 'Matt LeBlanc', 'Mimi Rogers', 'Heather Graham', 'Lacey Chabert', 'Jack Johnson', 'Jared Harris']"
Major League: Back to the Minors,"['Scott Bakula', 'Corbin Bernsen', 'Dennis Haysbert', 'Takaaki Ishibashi', 'Jensen Daggett', 'Eric Bruskotter', 'Ted McGinley', 'Bob Uecker']"
The Mask of Zorro,"['Antonio Banderas', 'Anthony Hopkins', 'Catherine Zeta-Jones', 'Stuart Wilson', 'Matt Letscher']"
Mercury Rising,"['Bruce Willis', 'Alec Baldwin', 'Chi McBride', 'Kim Dickens']"
The Million Dollar Hotel,[]
Mission: Impossible 2,"['Tom Cruise', 'Dougray Scott', 'Thandiwe Newton', 'Richard Roxburgh', 'John Polson', 'Brendan Gleeson', 'Rade Šerbedžija', 'Ving Rhames']"
The Mod Squad,"['Claire Danes', 'Omar Epps', 'Giovanni Ribisi', 'Dennis Farina', 'Josh Brolin', 'Steve Harris', 'Michael Lerner']"
My Favorite Martian,"['Jeff Daniels', 'Christopher Lloyd', 'Elizabeth Hurley', 'Daryl Hannah', 'Wallace Shawn', 'Christine Ebersole', 'Ray Walston']"
My Giant,"['Billy Crystal', 'Kathleen Quinlan', 'Joanna Pacuła', 'Gheorghe Mureșan']"
The Negotiator,"['Samuel L. Jackson', 'Kevin Spacey', 'David Morse', 'Ron Rifkin', 'John Spencer', 'J. T. Walsh']"
The Newton Boys,"['Matthew McConaughey', 'Ethan Hawke', 'Skeet Ulrich', ""Vincent D'Onofrio"", 'Dwight Yoakam', 'Julianna Margulies']"
A Night at the Roxbury,"['Will Ferrell', 'Chris Kattan', 'Dan Hedaya', 'Molly Shannon', 'Richard Grieco']"
The Object of My Affection,"['Jennifer Aniston', 'Paul Rudd', 'Alan Alda', 'Nigel Hawthorne', 'John Pankow', 'Tim Daly']"
The Odd Couple II,"['Jack Lemmon', 'Walter Matthau', 'Christine Baranski', 'Barnard Hughes', 'Jonathan Silverman', 'Jean Smart']"
The Opposite of Sex,"['Christina Ricci', 'Martin Donovan', 'Lisa Kudrow', 'Lyle Lovett', 'Johnny Galecki', 'Ivan Sergei']"
Out of Sight,"['George Clooney', 'Jennifer Lopez', 'Ving Rhames', 'Don Cheadle', 'Dennis Farina', 'Albert Brooks']"
A Perfect Murder,"['Michael Douglas', 'Gwyneth Paltrow', 'Viggo Mortensen', 'David Suchet']"
Permanent Midnight,"['Ben Stiller', 'Elizabeth Hurley', 'Maria Bello', 'Owen Wilson', 'Cheryl Ladd', 'Peter Greene', 'Janeane Garofalo']"
Pleasantville,"['Tobey Maguire', 'Jeff Daniels', 'Joan Allen', 'William H. Macy', 'J. T. Walsh', 'Don Knotts', 'Reese Witherspoon']"
Practical Magic,"['Sandra Bullock', 'Nicole Kidman', 'Dianne Wiest', 'Stockard Channing', 'Aidan Quinn']"
A Price Above Rubies,"['Renée Zellweger', 'Christopher Eccleston', 'Allen Payne', 'Glenn Fitzgerald', 'Julianna Margulies']"
The Prince of Egypt,"['Val Kilmer', 'Ralph Fiennes', 'Michelle Pfeiffer', 'Sandra Bullock', 'Jeff Goldblum', 'Danny Glover', 'Patrick Stewart', 'Helen Mirren', 'Steve Martin', 'Martin Short']"
Pushing Tin,"['John Cusack', 'Billy Bob Thornton', 'Cate Blanchett', 'Angelina Jolie', 'Jake Weber']"
Quest for Camelot,"['Jessalyn Gilsig', 'Cary Elwes', 'Gary Oldman', 'Eric Idle', 'Don Rickles', 'Jane Seymour', 'Pierce Brosnan', 'Bronson Pinchot', 'Jaleel White', 'Gabriel Byrne', 'John Gielgud']"
The Red Violin,"['Carlo Cecchi', 'Irene Grazioli', 'Jean-Luc Bideau', 'Greta Scacchi', 'Jason Flemyng', 'Sylvia Chang', 'Colm Feore', 'Don McKellar', 'Samuel L. Jackson']"
Resident Evil,"['Milla Jovovich', 'Michelle Rodriguez', 'Eric Mabius', 'James Purefoy', 'Martin Crewes', 'Colin Salmon']"
Saving Private Ryan,"['Tom Hanks', 'Edward Burns', 'Matt Damon', 'Tom Sizemore']"
Senseless,"['Marlon Wayans', 'David Spade', 'Matthew Lillard', 'Brad Dourif', 'Tamara Taylor', 'Rip Torn']"
The Impostors,"['Oliver Platt', 'Stanley Tucci', 'Teagle F. Bougere', 'Elizabeth Bracco', 'Steve Buscemi', 'Billy Connolly', 'Allan Corduner']"
The Shipping News,"['Kevin Spacey', 'Julianne Moore', 'Judi Dench', 'Scott Glenn', 'Rhys Ifans', 'Pete Postlethwaite', 'Cate Blanchett']"
"Six Days, Seven Nights","['Harrison Ford', 'Anne Heche', 'David Schwimmer', 'Temuera Morrison']"
The Slums of Beverly Hills,"['Alan Arkin', 'Marisa Tomei', 'Natasha Lyonne']"
A Soldier's Daughter Never Cries,"['Kris Kristofferson', 'Barbara Hershey', 'Leelee Sobieski', 'Jane Birkin', 'Dominique Blanc', 'Jesse Bradford', 'Anthony Roth Costanzo', 'Harley Cross', 'Isaac De Bankolé', 'Virginie Ledoyen']"
Species II,"['Michael Madsen', 'Natasha Henstridge', 'Marg Helgenberger', 'Mykelti Williamson', 'George Dzundza', 'James Cromwell', 'Justin Lazard']"
Star Trek: Insurrection,"['Patrick Stewart', 'Jonathan Frakes', 'Brent Spiner', 'LeVar Burton', 'Michael Dorn', 'Gates McFadden', 'Marina Sirtis', 'F. Murray Abraham', 'Donna Murphy', 'Anthony Zerbe']"
Tarzan and the Lost City,"['Casper Van Dien', 'Jane March', 'Steven Waddington']"
Tea with Mussolini,"['Cher', 'Judi Dench', 'Joan Plowright', 'Maggie Smith', 'Lily Tomlin', 'Charlie Lucas', 'Baird Wallace', 'Massimo Ghini', 'Paolo Seganti', 'Michael Williams']"
Titus,"['Anthony Hopkins', 'Jessica Lange', 'Alan Cumming', 'Colm Feore', 'James Frain', 'Laura Fraser', 'Harry Lennix', 'Angus Macfadyen', 'Matthew Rhys', 'Jonathan Rhys Meyers']"
U.S. Marshals,"['Tommy Lee Jones', 'Wesley Snipes', 'Robert Downey Jr.', 'Joe Pantoliano', 'Kate Nelligan', 'Irène Jacob']"
Velvet Goldmine,"['Ewan McGregor', 'Jonathan Rhys Meyers', 'Toni Collette', 'Christian Bale']"
Les Visiteurs II:Les Couloirs du temps,"['Christian Clavier', 'Jean Reno', 'Muriel Robin', 'Marie-Anne Chazel']"
Wag the Dog,"['Dustin Hoffman', 'Robert De Niro', 'Anne Heche', 'Denis Leary', 'Willie Nelson', 'Andrea Martin', 'Kirsten Dunst', 'William H. Macy']"
The Wedding Singer,"['Adam Sandler', 'Drew Barrymore', 'Christine Taylor']"
What Dreams May Come,"['Robin Williams', 'Cuba Gooding Jr.', 'Annabella Sciorra', 'Max von Sydow']"
Wild Things,"['Kevin Bacon', 'Matt Dillon', 'Neve Campbell', 'Theresa Russell', 'Denise Richards', 'Daphne Rubin-Vega', 'Robert Wagner', 'Bill Murray']"
Wild Wild West,"['Will Smith', 'Kevin Kline', 'Kenneth Branagh', 'Salma Hayek', 'Ted Levine']"
Wrongfully Accused,"['Leslie Nielsen', 'Richard Crenna', 'Kelly LeBrock', 'Sandra Bernhard', 'Michael York', 'Melinda McGraw']"
The X-Files,"['David Duchovny', 'Gillian Anderson', 'Martin Landau', 'Blythe Danner', 'Armin Mueller-Stahl']"
X-Men,"['Patrick Stewart', 'Hugh Jackman', 'Ian McKellen', 'Halle Berry', 'Famke Janssen', 'James Marsden', 'Bruce Davison', 'Rebecca Romijn-Stamos', 'Ray Park', 'Anna Paquin']"
Zero Effect,"['Bill Pullman', 'Ben Stiller', 'Kim Dickens', 'Angela Featherstone', ""Ryan O'Neal""]"
eXistenZ,"['Jennifer Jason Leigh', 'Jude Law', 'Ian Holm', 'Don McKellar', 'Callum Keith Rennie', 'Sarah Polley', 'Robert A. Silverman', 'Christopher Eccleston', 'Willem Dafoe']"
Fantasia 2000,"['James Levine', 'Steve Martin', 'Itzhak Perlman', 'Quincy Jones', 'Bette Midler', 'James Earl Jones', 'Penn & Teller', 'Angela Lansbury']"
Men in Black II,"['Tommy Lee Jones', 'Will Smith', 'Lara Flynn Boyle', 'Johnny Knoxville', 'Rosario Dawson', 'Tony Shalhoub', 'Rip Torn']"
Titan A.E.,"['Matt Damon', 'Bill Pullman', 'John Leguizamo', 'Nathan Lane', 'Janeane Garofalo', 'Drew Barrymore']"
Star Wars: Episode I –The Phantom Menace,"['Liam Neeson', 'Ewan McGregor', 'Natalie Portman', 'Jake Lloyd', 'Ian McDiarmid', 'Anthony Daniels', 'Kenny Baker', 'Pernilla August', 'Frank Oz']"
The Emperor's New Groove,"['David Spade', 'John Goodman', 'Eartha Kitt', 'Patrick Warburton', 'Wendie Malick']"
Corpse Bride,"['Johnny Depp', 'Helena Bonham Carter']"
Star Wars: Episode II – Attack of the Clones,"['Ewan McGregor', 'Natalie Portman', 'Hayden Christensen', 'Ian McDiarmid', 'Samuel L. Jackson', 'Christopher Lee', 'Anthony Daniels', 'Kenny Baker', 'Frank Oz']"
Star Wars: Episode III –Revenge of the Sith,"['Ewan McGregor', 'Natalie Portman', 'Hayden Christensen', 'Ian McDiarmid', 'Samuel L. Jackson', 'Christopher Lee', 'Anthony Daniels', 'Kenny Baker', 'Frank Oz']"
The Last Broadcast,"['Stefan Avalos', 'Lance Weiler', 'David Beard', 'Jim Seward']"
Lethal Weapon 4,"['Mel Gibson', 'Danny Glover', 'Joe Pesci', 'Rene Russo', 'Chris Rock', 'Jet Li']"
Return to Me,"['David Duchovny', 'Minnie Driver', ""Carroll O'Connor"", 'Robert Loggia', 'David Alan Grier', 'Bonnie Hunt', 'Joely Richardson', 'James Belushi']"
The Acid House,"['Maurice Roëves', 'Stephen McCole', 'Kevin McKidd', 'Michelle Gomez', 'Gary McCormack', 'Ewen Bremner', 'Martin Clunes', 'Jemma Redgrave']"
Henry Fool,"['Thomas Jay Ryan', 'James Urbaniak', 'Parker Posey']"
Ronin,"['Robert De Niro', 'Jean Reno', 'Natascha McElhone', 'Stellan Skarsgård', 'Sean Bean', 'Jonathan Pryce']"
Small Soldiers,"['Kirsten Dunst', 'Gregory Smith', 'Jay Mohr', 'Phil Hartman', 'Kevin Dunn', 'Denis Leary', 'Frank Langella', 'Tommy Lee Jones']"
Analyze This,"['Robert De Niro', 'Billy Crystal', 'Lisa Kudrow', 'Joe Viterelli', 'Chazz Palminteri']"
The Perfect Guy,"['Virginie Ledoyen', 'Mathieu Demy', 'Jacques Bonnaffé', 'Valérie Bonneton', 'Frédéric Gorny', 'Denis Podalydès', 'Laurent Arcaro', 'Damien Dodane', 'Emmanuelle Goizé', 'Sylvain Prunenec', 'Michel Raskine', 'David Saracino']"
Cure,"['Kōji Yakusho', 'Masato Hagiwara', 'Tsuyoshi Ujiki', 'Anna Nakagawa', 'Yoriko Dōguchi', 'Yukijirō Hotaru']"
Strangeland,"['Linda Cardellini', 'Kevin Gage', 'Elizabeth Peña', 'Brett Harrelson', 'Robert Englund', 'Dee Snider']"
Two Girls and a Guy,"['Robert Downey Jr.', 'Heather Graham', 'Natasha Gregson Wagner']"
Very Bad Things,"['Christian Slater', 'Cameron Diaz', 'Daniel Stern', 'Jeanne Tripplehorn', 'Jon Favreau', 'Jeremy Piven', 'Leland Orser']"
The Big One,[]
Blast from the Past,"['Brendan Fraser', 'Alicia Silverstone', 'Christopher Walken', 'Sissy Spacek', 'Dave Foley']"
The Cider House Rules,"['Tobey Maguire', 'Charlize Theron', 'Delroy Lindo', 'Paul Rudd', 'Michael Caine', 'Jane Alexander', 'Kathy Baker', 'Kieran Culkin', 'Heavy D', 'Kate Nelligan', 'Erykah Badu']"
He Got Game,"['Denzel Washington', 'Ray Allen', 'Milla Jovovich']"
Simon Birch,"['Joseph Mazzello', 'Oliver Platt', 'David Strathairn', 'Ian Michael Smith', 'Dana Ivey', 'Ashley Judd']"
Thursday,"['Thomas Jane', 'Aaron Eckhart', 'Paulina Porizkova', 'James LeGros', 'Paula Marshall', 'Michael Jeter', 'Glenn Plummer', 'Mickey Rourke']"
I Think I Do,"['Alexis Arquette', 'Maddie Corman', 'Guillermo Díaz', 'Marianne Hagan', 'Jamie Harrold', 'Christian Maelen', 'Marni Nixon', 'Lauren Vélez', 'Tuc Watkins']"
Notting Hill,"['Julia Roberts', 'Hugh Grant', 'Hugh Bonneville', 'Emma Chambers', 'James Dreyfus', 'Rhys Ifans', 'Tim McInnerny', 'Gina McKee']"
Money No Enough,"['Jack Neo', 'Mark Lee', 'Henry Thia', 'Patricia Mok', 'John Cheng', 'Liu Lingling']"
Man on the Moon,"['Jim Carrey', 'Danny DeVito', 'Courtney Love', 'Paul Giamatti']"
Outside Providence,"['Shawn Hatosy', 'Jon Abrahams', 'Tommy Bone', 'Jonathan Brandis', 'Jack Ferver', 'Adam LaVorgna', 'Jesse Leach', 'Gabriel Mann', 'Kristen Shorten', 'Amy Smart', 'Alex Toma', 'George Wendt', 'Alec Baldwin']"
Shrek,"['Mike Myers', 'Eddie Murphy', 'Cameron Diaz', 'John Lithgow']"
Cookie's Fortune,"['Glenn Close', 'Julianne Moore', 'Liv Tyler', ""Chris O'Donnell"", 'Charles S. Dutton', 'Patricia Neal', 'Ned Beatty', 'Courtney B. Vance', 'Donald Moffat', 'Lyle Lovett']"
For Love of the Game,"['Kevin Costner', 'Kelly Preston', 'John C. Reilly', 'Jena Malone', 'Brian Cox']"
Waking the Dead,"['Billy Crudup', 'Jennifer Connelly', 'Molly Parker', 'Janet McTeer', 'Paul Hipp', 'Sandra Oh', 'Hal Holbrook']"
Eighteen Springs,[]
Elizabeth,"['Cate Blanchett', 'Geoffrey Rush', 'Christopher Eccleston', 'Joseph Fiennes', 'John Gielgud', 'Richard Attenborough']"
Can't Hardly Wait,"['Ethan Embry', 'Charlie Korsmo', 'Lauren Ambrose', 'Peter Facinelli', 'Seth Green', 'Jennifer Love Hewitt']"
Rounders,"['Matt Damon', 'Edward Norton', 'John Turturro', 'Famke Janssen', 'Gretchen Mol', 'John Malkovich', 'Martin Landau']"
Rushmore,"['Jason Schwartzman', 'Olivia Williams', 'Bill Murray', 'Brian Cox', 'Seymour Cassel', 'Mason Gamble']"
You've Got Mail,"['Tom Hanks', 'Meg Ryan', 'Parker Posey', 'Jean Stapleton', 'Dave Chappelle', 'Steve Zahn', 'Greg Kinnear']"
The Iron Giant,"['Jennifer Aniston', 'Harry Connick Jr.', 'Vin Diesel', 'James Gammon', 'Cloris Leachman', 'John Mahoney', 'Eli Marienthal', 'Christopher McDonald', 'M. Emmet Walsh']"
Patch Adams,"['Robin Williams', 'Monica Potter', 'Philip Seymour Hoffman', 'Bob Gunton', 'Daniel London', 'Peter Coyote']"
There's Something About Mary,"['Cameron Diaz', 'Matt Dillon', 'Ben Stiller', 'Lee Evans', 'Chris Elliott']"
I Still Know What You Did Last Summer,"['Jennifer Love Hewitt', 'Freddie Prinze Jr.', 'Brandy', 'Mekhi Phifer', 'Muse Watson', 'Bill Cobbs', 'Matthew Settle']"
Mickey Blue Eyes,"['Hugh Grant', 'James Caan', 'Jeanne Tripplehorn', 'Burt Young', 'James Fox', 'Joe Viterelli']"
Run Lola Run,"['Franka Potente', 'Moritz Bleibtreu', 'Herbert Knaup', 'Nina Petri', 'Joachim Król', 'Armin Rohde', 'Heino Ferch', 'Suzanne von Borsody', 'Sebastian Schipper']"
Bowfinger,"['Steve Martin', 'Eddie Murphy', 'Heather Graham', 'Christine Baranski', 'Terence Stamp']"
Case Closed: The Time Bombed Skyscraper,"['Minami Takayama', 'Kappei Yamaguchi', 'Akira Kamiya', 'Wakana Yamazaki', 'Naoko Matsui', 'Yukiko Iwai', 'Ikue Ōtani', 'Wataru Takagi', 'Kenichi Ogata', 'Chafurin', 'Taro Ishida']"
The Adventures of Rocky and Bullwinkle,"['Rene Russo', 'Jason Alexander', 'Randy Quaid', 'Kel Mitchell', 'Kenan Thompson', 'Piper Perabo', 'Robert De Niro']"
BASEketball,"['Trey Parker', 'Matt Stone', 'Yasmine Bleeth', 'Jenny McCarthy', 'Robert Vaughn', 'Ernest Borgnine', 'Dian Bachar']"
Mystery Men,"['Hank Azaria', 'Claire Forlani', 'Janeane Garofalo', 'Eddie Izzard', 'Greg Kinnear', 'William H. Macy', 'Kel Mitchell', 'Lena Olin', 'Paul Reubens', 'Geoffrey Rush', 'Wes Studi', 'Tom Waits']"
October Sky,"['Jake Gyllenhaal', 'Chris Cooper', 'Chris Owen', 'Laura Dern']"
Teaching Mrs. Tingle,"['Helen Mirren', 'Katie Holmes', 'Jeffrey Tambor', 'Barry Watson', 'Marisa Coughlan', 'Liz Stauber', 'Molly Ringwald', 'Vivica A. Fox']"
The Matrix,"['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss', 'Hugo Weaving', 'Joe Pantoliano']"
Treasure Planet,"['Joseph Gordon-Levitt', 'Brian Murray', 'Emma Thompson', 'David Hyde Pierce', 'Martin Short', 'Michael Wincott', 'Laurie Metcalf', 'Roscoe Lee Browne', 'Patrick McGoohan']"
The Faculty,"['Jordana Brewster', 'Clea DuVall', 'Laura Harris', 'Josh Hartnett', 'Shawn Hatosy', 'Famke Janssen', 'Piper Laurie', 'Bebe Neuwirth', 'Robert Patrick', 'Usher Raymond', 'Jon Stewart', 'Elijah Wood']"
The Siege,"['Denzel Washington', 'Annette Bening', 'Bruce Willis', 'Tony Shalhoub', 'Sami Bouajila', 'David Proval']"
The Rugrats Movie,"['E. G. Daily', 'Tara Charendoff', 'Christine Cavanaugh', 'Kath Soucie', 'Cheryl Chase']"
Scream 3,"['David Arquette', 'Neve Campbell', 'Courteney Cox Arquette', 'Patrick Dempsey', 'Scott Foley', 'Lance Henriksen', 'Matt Keeslar', 'Jenny McCarthy', 'Emily Mortimer', 'Parker Posey', 'Deon Richmond', 'Patrick Warburton']"
The Talented Mr. Ripley,"['Matt Damon', 'Gwyneth Paltrow', 'Jude Law', 'Cate Blanchett', 'Philip Seymour Hoffman', 'Jack Davenport', 'James Rebhorn', 'Sergio Rubini', 'Philip Baker Hall']"
Ride with the Devil,"['Tobey Maguire', 'Skeet Ulrich', 'Jewel', 'Jeffrey Wright', 'Simon Baker', 'Jonathan Rhys Meyers', 'James Caviezel', 'Thomas Guiry', 'Jonathan Brandis']"
8mm,"['Nicolas Cage', 'Joaquin Phoenix', 'James Gandolfini', 'Peter Stormare', 'Anthony Heald']"
"Mystery, Alaska","['Russell Crowe', 'Hank Azaria', 'Mary McCormack', 'Lolita Davidovich', 'Ron Eldard', 'Colm Meaney', 'Maury Chaykin', 'Burt Reynolds']"
Disturbing Behavior,"['James Marsden', 'Katie Holmes', 'Nick Stahl', 'Bruce Greenwood', 'William Sadler']"
Pitch Black,"['Vin Diesel', 'Radha Mitchell', 'Cole Hauser', 'Claudia Black', 'Keith David']"
English Babu Desi Mem,[]
Hideous Kinky,"['Kate Winslet', 'Saïd Taghmaoui']"
Rudolph the Red-Nosed Reindeer: The Movie,"['John Goodman', 'Kathleen Barr', 'Eric Idle', 'Whoopi Goldberg', 'Debbie Reynolds', 'Richard Simmons', 'Bob Newhart']"
200 Cigarettes,"['Ben Affleck', 'Casey Affleck', 'Dave Chappelle', 'Guillermo Díaz', 'Angela Featherstone', 'Janeane Garofalo', 'Gaby Hoffmann', 'Kate Hudson', 'Courtney Love', 'Jay Mohr', 'Martha Plimpton', 'Christina Ricci', 'Paul Rudd']"
Arlington Road,"['Jeff Bridges', 'Tim Robbins', 'Joan Cusack', 'Hope Davis', 'Robert Gossett']"
Billy's Hollywood Screen Kiss,"['Sean P. Hayes', 'Brad Rowe', 'Richard Ganoung', 'Meredith Scott Lynn']"
Entrapment,"['Sean Connery', 'Catherine Zeta-Jones', 'Will Patton', 'Maury Chaykin', 'Ving Rhames']"
Fight Club,"['Brad Pitt', 'Edward Norton', 'Helena Bonham Carter']"
Rats in the Ranks,[]
Shakespeare in Love,"['Gwyneth Paltrow', 'Joseph Fiennes', 'Geoffrey Rush', 'Colin Firth', 'Ben Affleck', 'Judi Dench', 'Simon Callow', 'Jim Carter', 'Martin Clunes', 'Antony Sher', 'Imelda Staunton', 'Tom Wilkinson', 'Mark Williams']"
The Astronaut's Wife,"['Johnny Depp', 'Charlize Theron', 'Joe Morton', 'Clea DuVall']"
Edge of Seventeen,"['Chris Stafford', 'Tina Holmes', 'Andersen Gabrych', 'Stephanie McVay', 'Lea DeLaria']"
Idle Hands,"['Devon Sawa', 'Seth Green', 'Elden Henson', 'Vivica A. Fox']"
Intolerable Cruelty,"['George Clooney', 'Catherine Zeta-Jones', 'Geoffrey Rush', 'Cedric the Entertainer', 'Edward Herrmann', 'Richard Jenkins', 'Billy Bob Thornton']"
The Man with Rain in His Shoes,"['Lena Headey', 'Douglas Henshall', 'Penélope Cruz', 'Guastavo Salmerón', 'Eusebio Lázaro', 'Mark Strong', 'Charlotte Coleman', 'Neil Stuke', 'Elizabeth McGovern']"
Pi,"['Sean Gullette', 'Mark Margolis', 'Ben Shenkman', 'Samia Shoaib', 'Pamela Hart', 'Ajay Naidu', 'Joanne Gordon', 'Stephen Pearlman']"
The Road to El Dorado,"['Kevin Kline', 'Kenneth Branagh', 'Rosie Perez', 'Armand Assante', 'Edward James Olmos']"
Cruel Intentions,"['Sarah Michelle Gellar', 'Ryan Phillippe', 'Reese Witherspoon', 'Selma Blair']"
High Art,"['Ally Sheedy', 'Radha Mitchell']"
Lake Placid,"['Bill Pullman', 'Bridget Fonda', 'Oliver Platt', 'Brendan Gleeson']"
Message in a Bottle,"['Kevin Costner', 'Robin Wright', 'John Savage', 'Illeana Douglas', 'Robbie Coltrane', 'Paul Newman']"
